Module	SS	value
M35.0	Nunivers	92.86
M35.0	AIC	92.86
M35.0	DAVID	100.0
M111.1	DF	90.91
M111.1	Ganesan	90.91
M111.1	LC	90.91
M111.1	PS	90.91
M111.1	Zhou	45.45
M111.1	Resnik	90.91
M111.1	Lin	90.91
M111.1	Nunivers	90.91
M111.1	AIC	90.91
M111.1	DAVID	100.0
M111.0	DF	82.35
M111.0	Ganesan	58.82
M111.0	LC	58.82
M111.0	PS	94.12
M111.0	Zhou	58.82
M111.0	Resnik	88.24
M111.0	Lin	88.24
M111.0	Nunivers	88.24
M111.0	AIC	82.35
M111.0	DAVID	94.11764705882352
M62.1	DF	33.33
M62.1	Ganesan	0.00
M62.1	LC	0.00
M62.1	PS	33.33
M62.1	Zhou	0.00
M62.1	Resnik	66.67
M62.1	Lin	50.00
M62.1	Nunivers	33.33
M62.1	AIC	0.00
M62.1	DAVID	16.666666666666664
M62.0	DF	54.55
M62.0	Ganesan	56.82
M62.0	LC	0.00
M62.0	PS	59.09
M62.0	Zhou	0.00
M62.0	Resnik	0.00
M62.0	Lin	59.09
M62.0	Nunivers	52.27
M62.0	AIC	52.27
M62.0	DAVID	40.909090909090914
